complex_type,province,city,complex_name,development_status,sale_rate,resident_companies,active_companies
일반,충남,아산시,탕정 (① + ②),완료,61.0,10,6
일반,충남,아산시,탕정(산업단지) ①,완료,100.0,6,3
일반,충남,아산시,탕정(외국인) ②,완료,54.12,4,3
일반,충남,당진시,송산2 (① + ②),조성중,92.91,46,41
일반,충남,당진시,송산2(산업단지) ①,조성중,100.0,38,34
일반,충남,당진시,송산2(송산2중소협력외국인) ②,완료,63.7,8,7
일반,충남,아산시,아산스마트밸리,조성중,100.0,22,17
일반,충남,서산시,서산오토밸리(구 서산),완료,99.07,49,43
일반,충남,서산시,서산인더스밸리(구 서산2),완료,100.0,12,9
일반,충남,서산시,씨지엔대산전력(구 엠피씨),완료,100.0,1,0
일반,충남,보령시,웅천(구 선진),완료,42.95,16,6
일반,충남,아산시,아산디지털(구 음봉디지털),조성중,100.0,7,7
일반,충남,공주시,쌍신,미개발,0.0,0,0
일반,충남,아산시,염치,조성중,93.2,5,1
일반,충남,아산시,인주(3공구),미개발,0.0,0,0
일반,충남,천안시,천안북부BIT,조성중,0.0,0,0
일반,충남,공주시,동현,미개발,0.0,0,0
일반,충남,천안시,성거,조성중,100.0,0,0
일반,충남,예산군,예산제2,조성중,0.0,0,0
일반,충남,천안시,천안테크노파크,미개발,0.0,0,0
일반,충남,아산시,음봉,조성중,66.38,5,0
일반,충남,천안시,풍세2,미개발,0.0,0,0
일반,충남,천안시,천안제6,미개발,0.0,0,0
일반,충남,서산시,현대대죽2,미개발,0.0,0,0
일반,충남,예산군,예당2,미개발,0.0,0,0
일반,충남,부여군,부여,미개발,0.0,0,0
일반,충남,공주시,송선,미개발,0.0,0,0
일반,충남,서산시,대산그린컴플렉스일반산업단지,미개발,0.0,0,0
일반,충남,아산시,케이밸리아산일반산업단지,미개발,0.0,0,0
일반,충남,아산시,아산신창일반산업단지,미개발,0.0,0,0
일반,충남,서산시,대산충의일반산업단지,미개발,0.0,0,0
일반,충남,청양군,청양일반산업단지,미개발,0.0,0,0
일반,충남,서산시,대산3(확장),미개발,0.0,0,0
일반,충남,천안시,천안신사일반산업단지,미개발,0.0,0,0
일반,충남,천안시,천안에코밸리,미개발,0.0,0,0
일반,충남,아산시,선장그린컴플렉스일반산업단지,미개발,0.0,0,0
일반,충남,천안시,천안수신일반산업단지,미개발,0.0,0,0
일반,충남,아산시,아산리더스밸리일반산업단지,미개발,0.0,0,0
일반,충남,논산시,숙진일반산업단지,미개발,0.0,0,0
도시첨단,충남,태안군,태안도시첨단,완료,100.0,2,2
도시첨단,충남,홍성군,내포도시첨단,조성중,68.59,62,29
도시첨단,충남,천안시,천안직산,미개발,0.0,0,0
농공,충남,공주시,검상,완료,100.0,29,27
농공,충남,공주시,계룡,완료,100.0,1,1
농공,충남,공주시,보물,완료,100.0,7,7
농공,충남,공주시,우성(전문),완료,100.0,5,5
농공,충남,공주시,유구,조성중,100.0,3,3
농공,충남,공주시,장기,완료,100.0,39,39
농공,충남,공주시,정안2,완료,100.0,19,19
농공,충남,공주시,월미,완료,100.0,20,19
농공,충남,공주시,의당복합,완료,100.0,2,2
농공,충남,논산시,가야곡,완료,100.0,17,15
농공,충남,논산시,동산,완료,100.0,2,2
농공,충남,논산시,양지,완료,100.0,5,5
농공,충남,논산시,양지제2,완료,100.0,4,4
농공,충남,논산시,연무,완료,100.0,1,1
농공,충남,논산시,연산,완료,100.0,12,12
농공,충남,논산시,은진,완료,100.0,3,3
농공,충남,보령시,대천,완료,100.0,15,9
농공,충남,보령시,웅천,완료,100.0,33,33
농공,충남,보령시,웅천석재,완료,100.0,21,21
농공,충남,보령시,주산,완료,100.0,3,3
농공,충남,보령시,주포,완료,100.0,19,19
농공,충남,보령시,주포제2,완료,93.88,14,14
농공,충남,보령시,청소,완료,100.0,21,21
농공,충남,서산시,고북,완료,100.0,15,9
농공,충남,서산시,명천자동차전문,완료,100.0,7,7
농공,충남,서산시,성연,완료,100.0,4,4
농공,충남,서산시,수석,완료,100.0,31,30
농공,충남,아산시,도고,완료,100.0,7,6
농공,충남,아산시,둔포,완료,100.0,3,3
농공,충남,아산시,둔포제2,완료,100.0,3,3
농공,충남,아산시,득산,완료,100.0,25,25
농공,충남,아산시,배미,완료,100.0,3,3
농공,충남,아산시,신인,완료,100.0,2,1
농공,충남,아산시,신창,완료,100.0,6,6
농공,충남,아산시,영인,완료,100.0,4,4
농공,충남,아산시,탕정,완료,100.0,3,3
농공,충남,천안시,동면,완료,100.0,6,6
농공,충남,천안시,목천,완료,100.0,2,1
농공,충남,천안시,백석,완료,100.0,120,120
농공,충남,천안시,직산,완료,100.0,17,14
농공,충남,금산군,금성,완료,100.0,23,23
농공,충남,금산군,복수,완료,100.0,17,13
농공,충남,금산군,인삼약초특화,완료,72.46,10,3
농공,충남,금산군,추부,완료,100.0,31,29
농공,충남,당진시,당진,완료,100.0,14,14
농공,충남,당진시,면천,완료,100.0,10,10
농공,충남,당진시,석문,완료,100.0,4,4
농공,충남,당진시,송악,완료,100.0,25,24
농공,충남,당진시,신평,완료,100.0,12,12
농공,충남,당진시,한진,완료,88.7,2,2
농공,충남,당진시,합덕,완료,100.0,27,23
농공,충남,서천군,서면(김가공특화),완료,73.33,7,7
농공,충남,서천군,종천,완료,100.0,33,31
농공,충남,서천군,종천2,완료,73.28,10,9
농공,충남,예산군,고덕,완료,100.0,3,3
농공,충남,예산군,관작전문,완료,100.0,10,8
농공,충남,예산군,삽교전문,완료,100.0,7,7
농공,충남,예산군,충남동물약품수출단지(구:신암농공),완료,100.0,10,10
농공,충남,예산군,예덕,완료,100.0,1,1
농공,충남,예산군,예산,완료,100.0,25,25
농공,충남,예산군,응봉,완료,100.0,6,6
농공,충남,예산군,증곡전문,완료,100.0,2,2
농공,충남,청양군,비봉,완료,100.0,10,6
농공,충남,청양군,운곡,완료,100.0,12,10
농공,충남,청양군,정산,완료,100.0,3,3
농공,충남,청양군,학당,완료,100.0,3,3
농공,충남,청양군,화성,완료,100.0,20,19
농공,충남,태안군,태안,완료,100.0,26,26
농공,충남,홍성군,갈산전문,완료,100.0,15,14
농공,충남,홍성군,갈산2전문,조성중,30.0,0,0
농공,충남,홍성군,결성전문,완료,100.0,26,20
농공,충남,홍성군,광천,완료,100.0,14,14
농공,충남,홍성군,광천김특화,완료,100.0,9,9
농공,충남,홍성군,구항,완료,100.0,9,7
농공,충남,홍성군,은하,완료,100.0,3,0
농공,충남,홍성군,은하전문,완료,100.0,8,7
농공,충남,청양군,운곡2,완료,100.0,10,10
농공,충남,공주시,월미2,완료,85.71,10,10
농공,충남,계룡시,계룡제2,완료,89.52,24,24
농공,충남,논산시,강경,완료,100.0,5,5
농공,충남,부여군,은산패션전문,완료,100.0,0,0
농공,충남,서천군,장항원수,완료,100.0,31,25
농공,충남,공주시,정안1,완료,100.0,19,19
농공,충남,논산시,노성특화,완료,94.83,15,7
농공,충남,논산시,가야곡2,미개발,0.0,0,0
농공,충남,부여군,은산산업단지(구 은산농공단지),완료,100.0,19,17
농공,충남,부여군,은산2산업단지(구 은산2농공단지),완료,100.0,11,9
농공,충남,부여군,임천산업단지(구 임천농공단지),완료,100.0,6,6
농공,충남,부여군,장암산업단지(구:장암농공단지),완료,100.0,1,1
농공,충남,부여군,홍산산업단지(구 홍산농공단지),완료,100.0,12,12
농공,충남,청양군,정산2,미개발,0.0,0,0
농공,충남,보령시,청라,완료,41.86,3,0
농공,충남,공주시,제이팜스,미개발,0.0,0,0
농공,충남,태안군,태안제2,미개발,0.0,0,0
국가,전북,군산시,군산,완료,100.0,208,174
국가,전북,군산시,군산2(구 군장지구) (① + ②),완료,98.94,642,583
국가,전북,군산시,군산2국가산업단지(구 군장) ①,완료,100.0,585,527
국가,전북,군산시,군산(자유무역) ②,완료,90.59,57,56
국가,전북,익산시,익산[재생사업지구],완료,100.0,323,267
국가,전북,익산시,국가식품클러스터 (① + ②),완료,80.9,217,134
국가,전북,익산시,국가식품클러스터(산업단지) ①,완료,86.02,216,133
국가,전북,익산시,국가식품클러스터(중소협력외국인) ②,완료,19.83,1,1
국가,전북,군산시,새만금지구,조성중,88.9,77,41
국가,전북,전주시,전주탄소소재,미개발,0.0,0,0
일반,전북,군산시,군산,완료,100.0,81,81
일반,전북,김제시,김제순동,완료,100.0,35,35
일반,전북,익산시,익산제2,완료,100.0,212,212
일반,전북,전주시,전주제2,완료,100.0,29,29
일반,전북,전주시,전주친환경첨단복합(1단계),완료,100.0,86,82
일반,전북,전주시,전주시자원순환특화,완료,100.0,11,10
일반,전북,정읍시,정읍제1,완료,100.0,7,7
일반,전북,정읍시,정읍제2,완료,100.0,69,69
일반,전북,정읍시,정읍제3,완료,100.0,55,55
일반,전북,정읍시,정읍첨단과학(RFT),완료,98.59,51,41
일반,전북,고창군,고창,조성중,39.69,3,3
일반,전북,부안군,부안신·재생에너지,완료,77.92,3,1
일반,전북,완주군,완주,완료,100.0,84,84
일반,전북,완주군,전주과학,완료,100.0,222,220
일반,전북,완주군,완주테크노밸리,완료,100.0,123,119
일반,전북,익산시,익산제4(구 익산종합의료과학),완료,92.48,28,27
일반,전북,익산시,익산제3 (① + ②),완료,88.15,108,101
일반,전북,익산시,익산제3 ①,완료,86.73,104,98
일반,전북,익산시,익산제3(외국인) ②,완료,100.0,4,3
일반,전북,완주군,완주테크노밸리(2단계),조성중,91.18,18,18
일반,전북,전주시,전주친환경첨단복합(3-1단계),완료,100.0,3,3
일반,전북,김제시,지평선 (① + ②),완료,92.49,133,111
일반,전북,김제시,지평선 ①,완료,93.04,97,80
일반,전북,김제시,김제(자유무역) ②,완료,91.62,36,31
일반,전북,남원시,남원,조성중,12.31,5,5
일반,전북,전주시,전주제1[재생사업지구],완료,100.0,121,114
일반,전북,김제시,백구,조성중,0.0,0,0
일반,전북,김제시,지평선제2일반산업단지,미개발,0.0,0,0
도시첨단,전북,전주시,전주도시첨단,완료,100.0,75,70
농공,전북,군산시,서수,완료,100.0,53,52
농공,전북,군산시,성산,완료,100.0,25,24
농공,전북,군산시,옥구,완료,100.0,51,51
농공,전북,김제시,대동전문,완료,100.0,27,27
농공,전북,김제시,만경,완료,100.0,28,28
농공,전북,김제시,봉황,완료,100.0,44,43
농공,전북,김제시,서흥,완료,100.0,35,35
농공,전북,김제시,월촌,완료,100.0,25,25
농공,전북,김제시,황산,완료,100.0,11,11
농공,전북,남원시,광치1(구 광치),완료,100.0,21,21
농공,전북,남원시,광치2,완료,100.0,29,28
농공,전북,남원시,노암,완료,100.0,30,30
농공,전북,남원시,노암제2,완료,100.0,13,13
농공,전북,남원시,어현,완료,100.0,1,0
농공,전북,남원시,인월,완료,100.0,2,2
농공,전북,익산시,낭산,완료,100.0,15,15
농공,전북,익산시,삼기,완료,100.0,40,40
농공,전북,익산시,왕궁,완료,100.0,17,17
농공,전북,익산시,황등,완료,100.0,57,57
농공,전북,정읍시,고부,완료,100.0,13,13
농공,전북,정읍시,농소,완료,100.0,6,6
농공,전북,정읍시,북면,완료,100.0,41,41
농공,전북,정읍시,신용전문,완료,100.0,6,6
농공,전북,정읍시,신태인,완료,100.0,15,14
농공,전북,정읍시,태인,완료,100.0,31,30
농공,전북,고창군,고수,완료,96.39,22,21
농공,전북,고창군,복분자,완료,89.76,14,12
농공,전북,고창군,아산,완료,100.0,26,25
농공,전북,고창군,흥덕,완료,100.0,17,15
농공,전북,무주군,무주,완료,100.0,2,2
농공,전북,무주군,무주제2,완료,100.0,10,10
농공,전북,무주군,안성,완료,100.0,14,8
농공,전북,부안군,부안,완료,100.0,32,32
농공,전북,부안군,부안제2,완료,100.0,11,11
농공,전북,부안군,줄포,완료,100.0,16,16
농공,전북,순창군,가남,완료,100.0,2,2
농공,전북,순창군,쌍암,완료,100.0,8,7
농공,전북,순창군,풍산,완료,90.18,9,8
농공,전북,완주군,이서특별,완료,100.0,6,6
농공,전북,임실군,신평,완료,100.0,10,10
농공,전북,임실군,오수,완료,100.0,23,21
농공,전북,임실군,임실,완료,100.0,1,1
농공,전북,장수군,장계,완료,100.0,10,5
농공,전북,장수군,천천,완료,100.0,9,6
농공,전북,진안군,진안제2,완료,100.0,36,36
농공,전북,진안군,진안홍삼한방,완료,100.0,38,38
농공,전북,군산시,임피,완료,95.43,43,38
농공,전북,순창군,인계(구 제2장류),완료,100.0,10,10
농공,전북,남원시,노암제3,완료,84.21,34,34
농공,전북,장수군,장수,완료,95.7,20,14
농공,전북,임실군,임실제2,완료,100.0,0,0
농공,전북,김제시,백구,조성중,100.0,35,33
농공,전북,순창군,풍산제2,완료,87.9,6,6
농공,전북,정읍시,소성특화,완료,61.35,18,13
농공,전북,진안군,진안연장,완료,100.0,11,11
농공,전북,부안군,부안제3,완료,19.74,10,8
농공,전북,익산시,함열,완료,30.29,1,1
농공,전북,정읍시,철도산업,완료,76.92,5,2
농공,전북,완주군,완주,완료,94.85,39,39
농공,전북,임실군,오수제2,조성중,22.73,2,2
국가,전남,여수시,삼일자원비축,완료,100.0,2,2
국가,전남,여수시,여수,조성중,100.0,321,290
국가,전남,영암군,대불국가산업단지 (① + ② + ③ + ④),완료,99.66,417,366
국가,전남,영암군,대불(산업) ①,완료,100.0,357,311
국가,전남,영암군,대불(외국인) ②,완료,100.0,31,26
국가,전남,영암군,대불(자유무역) ③,완료,97.61,29,29
국가,전남,영암군,대불(주거단지) ④,완료,100.0,0,0
국가,전남,함평군,빛그린 (①),조성중,98.94,37,20
국가,전남,함평군,빛그린(전라남도 구역) ①,조성중,98.94,37,20
국가,전남,광양시,광양국가,조성중,99.79,202,172
국가,전남,나주시,나주에너지국가산업단지,미개발,0.0,0,0
일반,전남,광양시,신금,완료,91.48,42,35
일반,전남,광양시,황금,조성중,54.83,1,1
일반,전남,광양시,광양익신,완료,93.75,58,53
일반,전남,나주시,나주,완료,98.76,48,32
일반,전남,나주시,문평,완료,100.0,9,8
일반,전남,목포시,세라믹,완료,98.67,33,13
일반,전남,목포시,삽진,완료,100.0,45,45
일반,전남,목포시,대양,완료,91.16,175,149
일반,전남,순천시,순천[재생사업지구],완료,100.0,34,33
일반,전남,순천시,해룡,조성중,100.0,45,45
일반,전남,여수시,율촌제1 (① + ②),조성중,98.69,148,126
일반,전남,여수시,율촌제1 ①,조성중,99.32,129,111
일반,전남,순천시,율촌(자유무역) ②,완료,84.06,19,15
일반,전남,여수시,여수오천,완료,100.0,39,36
일반,전남,여수시,율촌제2,미개발,0.0,0,0
일반,전남,영암군,삼호,완료,100.0,1,1
일반,전남,장성군,장성나노기술,완료,100.0,231,209
일반,전남,진도군,군내,조성중,100.0,1,0
일반,전남,광양시,세풍(광양만권경제자유구역),조성중,98.66,5,5
일반,전남,영광군,대마전기자동차(구 대마),완료,86.29,52,45
일반,전남,장흥군,장흥바이오식품(구 해당),조성중,64.98,82,31
일반,전남,해남군,화원조선(구 화원),조성중,100.0,0,0
일반,전남,화순군,화순생물의약(구 화순),완료,98.97,19,19
일반,전남,영암군,용당,미개발,0.0,0,0
일반,전남,함평군,동함평,완료,92.42,79,46
일반,전남,담양군,에코하이테크담양(구 담양),완료,100.0,118,112
일반,전남,여수시,묘도녹색,조성중,0.0,0,0
일반,전남,나주시,나주신도,완료,88.05,16,14
일반,전남,무안군,운남,조성중,0.0,0,0
일반,전남,강진군,강진,완료,60.73,32,5
일반,전남,나주시,나주혁신(구 나주미래),완료,96.79,172,103
일반,전남,무안군,무안항공특화,완료,42.01,0,0
일반,전남,화순군,화순생물의학제2,미개발,0.0,0,0
일반,전남,강진군,강진제2일반산업단지,미개발,0.0,0,0
도시첨단,전남,순천시,순천,조성중,0.0,0,0
농공,전남,나주시,금천,완료,100.0,1,1
농공,전남,나주시,노안,완료,100.0,35,23
농공,전남,나주시,동수,완료,100.0,56,34
농공,전남,나주시,문평,완료,100.0,7,4
농공,전남,나주시,봉황,완료,100.0,20,9
농공,전남,나주시,오량,완료,100.0,53,35
농공,전남,목포시,산정,완료,100.0,152,152
농공,전남,순천시,주암,완료,100.0,33,33
농공,전남,여수시,화양,완료,100.0,21,18
농공,전남,강진군,마량,완료,100.0,15,15
농공,전남,고흥군,풍양,완료,100.0,9,6
농공,전남,곡성군,겸면,완료,100.0,12,7
농공,전남,곡성군,석곡,완료,100.0,13,7
농공,전남,곡성군,입면,완료,100.0,1,1
농공,전남,구례군,간전,완료,100.0,14,14
농공,전남,담양군,금성,완료,100.0,37,33
농공,전남,담양군,무정,완료,100.0,41,37
농공,전남,무안군,삼향,완료,100.0,50,45
농공,전남,무안군,일로,완료,100.0,30,29
농공,전남,무안군,청계,완료,100.0,58,57
농공,전남,무안군,청계2,완료,100.0,27,25
농공,전남,보성군,미력,완료,100.0,21,15
농공,전남,보성군,벌교,완료,100.0,17,17
농공,전남,보성군,조성,완료,100.0,33,31
농공,전남,신안군,지도,완료,100.0,1,1
농공,전남,영광군,군서,완료,100.0,25,19
농공,전남,영광군,칠곡,완료,100.0,1,0
농공,전남,영암군,군서,완료,100.0,15,15
농공,전남,영암군,신북,완료,100.0,16,16
농공,전남,완도군,완도,완료,100.0,78,77
농공,전남,완도군,죽청,완료,100.0,69,64
농공,전남,장성군,동화,완료,100.0,27,27
농공,전남,장성군,동화전자종합,완료,100.0,34,33
농공,전남,장성군,삼계,완료,100.0,17,16
농공,전남,장흥군,장평,완료,100.0,20,15
농공,전남,진도군,고군,완료,100.0,27,21
농공,전남,진도군,군내,완료,42.11,10,2
농공,전남,함평군,학교,완료,100.0,25,23
농공,전남,함평군,함평,완료,100.0,9,9
농공,전남,해남군,옥천,완료,100.0,20,16
농공,전남,화순군,능주,완료,100.0,40,40
농공,전남,화순군,도곡,완료,100.0,48,48
농공,전남,화순군,동면,완료,100.0,69,69
농공,전남,화순군,이양,완료,100.0,13,13
농공,전남,나주시,남평,미개발,0.0,1,0
농공,전남,장흥군,장흥,완료,19.79,5,2
농공,전남,함평군,해보,완료,100.0,44,40
농공,전남,장흥군,장평제2,완료,100.0,2,2
농공,전남,영광군,영광식품산업특화,조성중,0.0,0,0
농공,전남,완도군,완도해양생물특화,완료,100.0,24,16
농공,전남,해남군,땅끝해남식품특화,완료,98.88,18,14
농공,전남,고흥군,청정식품(구 동강),완료,100.0,21,16
농공,전남,구례군,자연드림파크(구 용방),완료,100.0,19,19
농공,전남,영암군,영암특화,완료,100.0,16,12
농공,전남,영광군,송림그린테크 (구 송림),완료,100.0,33,32
농공,전남,화순군,동면제2,완료,100.0,23,21
농공,전남,담양군,에코-하이테크,완료,100.0,48,46
농공,전남,함평군,학교명암축산특화,조성중,9.47,1,1
농공,전남,해남군,화원조선,완료,100.0,1,1
농공,전남,화순군,화순식품,완료,100.0,2,2
농공,전남,여수시,화양한옥,조성중,0.0,0,0
농공,전남,고흥군,동강특화,조성중,0.0,0,0
농공,전남,순천시,해룡선월지구,조성중,100.0,0,0
농공,전남,구례군,자연드림파크2단지,완료,100.0,4,3
농공,전남,곡성군,운곡특화,조성중,0.0,0,0
농공,전남,강진군,칠량,완료,100.0,23,22
농공,전남,무안군,몽탄특화,완료,100.0,1,1
농공,전남,영광군,묘량,조성중,100.0,0,0
농공,전남,고흥군,고흥무인항공영농기술특화농공단지,미개발,0.0,0,0
농공,전남,보성군,조송제2농공단지,조성중,0.0,0,0
국가,경북,경주시,월성전원,완료,100.0,1,1
국가,경북,구미시,구미국가(1단지)[재생사업지구],완료,100.0,2936,2330
국가,경북,구미시,구미국가(2-4단지) (① + ② + ③ + ④),조성중,96.17,24,23
국가,경북,구미시,구미국가(2-3단지) ①,완료,100.0,0,0
국가,경북,구미시,구미국가(4단지) (② + ③),완료,93.06,24,23
국가,경북,구미시,▷구미4(산업) ②,완료,100.0,0,0
국가,경북,구미시,▷구미4(구미외국인) ③,완료,66.15,24,23
국가,경북,구미시,구미(확장단지) ④,조성중,0.0,0,0
국가,경북,구미시,구미하이테크밸리,조성중,99.04,0,0
국가,경북,포항시,포항국가,조성중,100.0,105,97
