물품순번,물품명,판매지방청명,판매금액,판매한도수량값,판매종료일자
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15340000,50톤/주 ,2025-07-07
4,납(99.99%이상),"인천,대구,부산",3280000,200톤/주 ,2025-07-07
5,납(99.99%이상),전북,3190000,200톤/주 ,2025-07-07
6,아연,"부산,인천,대구,전북",4330000,15톤/주 ,2025-07-07
7,주석(99.85%이상),"부산,인천,대구,전북",51610000,6톤/주 ,2025-07-07
8,주석(99.90%이상),"부산,인천,대구,전북",51840000,4톤/주 ,2025-07-07
9,니켈(합금용),"부산,인천,대구",25600000,5톤/주 ,2025-07-07
10,니켈(도금용),"부산,인천",25950000,3톤/주,2025-07-07
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4210000,통합50톤/주,2025-07-04
2,알루미늄(비서구산),"부산,인천,대구,전북",4180000,통합50톤/주,2025-07-04
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15430000,50톤/주 ,2025-07-04
4,납(99.99%이상),"인천,대구,부산",3280000,200톤/주 ,2025-07-04
5,납(99.99%이상),전북,3190000,200톤/주 ,2025-07-04
6,아연,"부산,인천,대구,전북",4360000,15톤/주 ,2025-07-04
7,주석(99.85%이상),"부산,인천,대구,전북",51620000,6톤/주 ,2025-07-04
8,주석(99.90%이상),"부산,인천,대구,전북",51860000,4톤/주 ,2025-07-04
9,니켈(합금용),"부산,인천,대구",25790000,5톤/주 ,2025-07-04
10,니켈(도금용),"부산,인천",26140000,3톤/주,2025-07-04
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4240000,통합50톤/주,2025-07-03
2,알루미늄(비서구산),"부산,인천,대구,전북",4200000,통합50톤/주,2025-07-03
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15520000,50톤/주 ,2025-07-03
4,납(99.99%이상),"인천,대구,부산",3270000,200톤/주 ,2025-07-03
5,납(99.99%이상),전북,3180000,200톤/주 ,2025-07-03
6,아연,"부산,인천,대구,전북",4370000,15톤/주 ,2025-07-03
7,주석(99.85%이상),"부산,인천,대구,전북",51400000,6톤/주 ,2025-07-03
8,주석(99.90%이상),"부산,인천,대구,전북",51640000,4톤/주 ,2025-07-03
9,니켈(합금용),"부산,인천,대구",25560000,5톤/주 ,2025-07-03
10,니켈(도금용),"부산,인천",25910000,3톤/주,2025-07-03
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,통합50톤/주,2025-07-02
2,알루미늄(비서구산),"부산,인천,대구,전북",4170000,통합50톤/주,2025-07-02
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15400000,50톤/주 ,2025-07-02
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-07-02
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-07-02
6,아연,"부산,인천,대구,전북",4300000,15톤/주 ,2025-07-02
7,주석(99.85%이상),"부산,인천,대구,전북",51200000,6톤/주 ,2025-07-02
8,주석(99.90%이상),"부산,인천,대구,전북",51430000,4톤/주 ,2025-07-02
9,니켈(합금용),"부산,인천,대구",25350000,5톤/주 ,2025-07-02
10,니켈(도금용),"부산,인천",25700000,3톤/주,2025-07-02
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4180000,통합50톤/주,2025-07-01
2,알루미늄(비서구산),"부산,인천,대구,전북",4150000,통합50톤/주,2025-07-01
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15330000,50톤/주 ,2025-07-01
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-07-01
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-07-01
6,아연,"부산,인천,대구,전북",4350000,15톤/주 ,2025-07-01
7,주석(99.85%이상),"부산,인천,대구,전북",51320000,6톤/주 ,2025-07-01
8,주석(99.90%이상),"부산,인천,대구,전북",51550000,4톤/주 ,2025-07-01
9,니켈(합금용),"부산,인천,대구",25250000,5톤/주 ,2025-07-01
10,니켈(도금용),"부산,인천",25600000,3톤/주,2025-07-01
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4220000,통합50톤/주,2025-06-30
2,알루미늄(비서구산),"부산,인천,대구,전북",4170000,통합50톤/주,2025-06-30
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15520000,50톤/주 ,2025-06-30
4,납(99.99%이상),"인천,대구,부산",3250000,200톤/주 ,2025-06-30
5,납(99.99%이상),전북,3170000,200톤/주 ,2025-06-30
6,아연,"부산,인천,대구,전북",4430000,15톤/주 ,2025-06-30
7,주석(99.85%이상),"부산,인천,대구,전북",51650000,6톤/주 ,2025-06-30
8,주석(99.90%이상),"부산,인천,대구,전북",51910000,4톤/주 ,2025-06-30
9,니켈(합금용),"부산,인천,대구",25450000,5톤/주 ,2025-06-30
10,니켈(도금용),"부산,인천",25800000,3톤/주,2025-06-30
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,통합50톤/주,2025-06-27
2,알루미늄(비서구산),"부산,인천,대구,전북",4150000,통합50톤/주,2025-06-27
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15670000,50톤/주 ,2025-06-27
4,납(99.99%이상),"인천,대구,부산",3240000,200톤/주 ,2025-06-27
5,납(99.99%이상),전북,3160000,200톤/주 ,2025-06-27
6,아연,"부산,인천,대구,전북",4410000,15톤/주 ,2025-06-27
7,주석(99.85%이상),"부산,인천,대구,전북",51580000,6톤/주 ,2025-06-27
8,주석(99.90%이상),"부산,인천,대구,전북",51840000,4톤/주 ,2025-06-27
9,니켈(합금용),"부산,인천,대구",25380000,5톤/주 ,2025-06-27
10,니켈(도금용),"부산,인천",25730000,3톤/주,2025-06-27
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,통합50톤/주,2025-06-26
2,알루미늄(비서구산),"부산,인천,대구,전북",4130000,통합50톤/주,2025-06-26
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,50톤/주 ,2025-06-26
4,납(99.99%이상),"인천,대구,부산",3240000,200톤/주 ,2025-06-26
5,납(99.99%이상),전북,3160000,200톤/주 ,2025-06-26
6,아연,"부산,인천,대구,전북",4310000,15톤/주 ,2025-06-26
7,주석(99.85%이상),"부산,인천,대구,전북",50830000,6톤/주 ,2025-06-26
8,주석(99.90%이상),"부산,인천,대구,전북",51090000,4톤/주 ,2025-06-26
9,니켈(합금용),"부산,인천,대구",25270000,5톤/주 ,2025-06-26
10,니켈(도금용),"부산,인천",25620000,3톤/주,2025-06-26
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4200000,통합50톤/주,2025-06-25
2,알루미늄(비서구산),"부산,인천,대구,전북",4150000,통합50톤/주,2025-06-25
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15110000,50톤/주 ,2025-06-25
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-06-25
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-06-25
6,아연,"부산,인천,대구,전북",4260000,15톤/주 ,2025-06-25
7,주석(99.85%이상),"부산,인천,대구,전북",49420000,6톤/주 ,2025-06-25
8,주석(99.90%이상),"부산,인천,대구,전북",49680000,4톤/주 ,2025-06-25
9,니켈(합금용),"부산,인천,대구",24990000,5톤/주 ,2025-06-25
10,니켈(도금용),"부산,인천",25350000,3톤/주,2025-06-25
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4310000,통합50톤/주,2025-06-24
2,알루미늄(비서구산),"부산,인천,대구,전북",4260000,통합50톤/주,2025-06-24
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15570000,50톤/주 ,2025-06-24
4,납(99.99%이상),"인천,대구,부산",3250000,200톤/주 ,2025-06-24
5,납(99.99%이상),전북,3160000,200톤/주 ,2025-06-24
6,주석(99.85%이상),"부산,인천,대구,전북",50930000,6톤/주 ,2025-06-24
7,주석(99.90%이상),"부산,인천,대구,전북",51190000,4톤/주 ,2025-06-24
8,니켈(합금용),"부산,인천,대구",25260000,5톤/주 ,2025-06-24
9,니켈(도금용),"부산,인천",25620000,3톤/주,2025-06-24
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4190000,통합50톤/주,2025-06-23
2,알루미늄(비서구산),"부산,인천,대구,전북",4140000,통합50톤/주,2025-06-23
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15300000,50톤/주 ,2025-06-23
4,납(99.99%이상),"인천,대구,부산",3180000,200톤/주 ,2025-06-23
5,납(99.99%이상),전북,3100000,200톤/주 ,2025-06-23
6,아연,"부산,인천,대구,전북",4200000,15톤/주 ,2025-06-23
7,주석(99.85%이상),"부산,인천,대구,전북",50280000,6톤/주 ,2025-06-23
8,주석(99.90%이상),"부산,인천,대구,전북",50550000,4톤/주 ,2025-06-23
9,니켈(합금용),"부산,인천,대구",25240000,5톤/주 ,2025-06-23
10,니켈(도금용),"부산,인천",25590000,3톤/주,2025-06-23
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,통합50톤/주,2025-06-20
2,알루미늄(비서구산),"부산,인천,대구,전북",4130000,통합50톤/주,2025-06-20
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15220000,50톤/주 ,2025-06-20
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-06-20
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-06-20
6,아연,"부산,인천,대구,전북",4250000,15톤/주 ,2025-06-20
7,주석(99.85%이상),"부산,인천,대구,전북",49640000,6톤/주 ,2025-06-20
8,주석(99.90%이상),"부산,인천,대구,전북",49900000,4톤/주 ,2025-06-20
9,니켈(합금용),"부산,인천,대구",25570000,5톤/주 ,2025-06-20
10,니켈(도금용),"부산,인천",25930000,3톤/주,2025-06-20
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4190000,통합50톤/주,2025-06-19
2,알루미늄(비서구산),"부산,인천,대구,전북",4140000,통합50톤/주,2025-06-19
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,50톤/주 ,2025-06-19
4,납(99.99%이상),"인천,대구,부산",3190000,200톤/주 ,2025-06-19
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-06-19
6,아연,"부산,인천,대구,전북",4210000,15톤/주 ,2025-06-19
7,주석(99.85%이상),"부산,인천,대구,전북",49640000,6톤/주 ,2025-06-19
8,주석(99.90%이상),"부산,인천,대구,전북",49900000,4톤/주 ,2025-06-19
9,니켈(합금용),"부산,인천,대구",25360000,5톤/주 ,2025-06-19
10,니켈(도금용),"부산,인천",25710000,3톤/주,2025-06-19
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4170000,통합50톤/주,2025-06-18
2,알루미늄(비서구산),"부산,인천,대구,전북",4120000,통합50톤/주,2025-06-18
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15090000,50톤/주 ,2025-06-18
4,납(99.99%이상),"인천,대구,부산",3140000,200톤/주 ,2025-06-18
5,납(99.99%이상),전북,3060000,200톤/주 ,2025-06-18
6,아연,"부산,인천,대구,전북",4200000,15톤/주 ,2025-06-18
7,주석(99.85%이상),"부산,인천,대구,전북",49230000,6톤/주 ,2025-06-18
8,주석(99.90%이상),"부산,인천,대구,전북",49490000,4톤/주 ,2025-06-18
9,니켈(합금용),"부산,인천,대구",25040000,5톤/주 ,2025-06-18
10,니켈(도금용),"부산,인천",25390000,3톤/주,2025-06-18
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4120000,통합50톤/주,2025-06-17
2,알루미늄(비서구산),"부산,인천,대구,전북",4070000,통합50톤/주,2025-06-17
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15120000,50톤/주 ,2025-06-17
4,납(99.99%이상),"인천,대구,부산",3200000,200톤/주 ,2025-06-17
5,납(99.99%이상),전북,3120000,200톤/주 ,2025-06-17
6,아연,"부산,인천,전북",4230000,15톤/주 ,2025-06-17
7,주석(99.85%이상),"부산,인천,대구,전북",49750000,6톤/주 ,2025-06-17
8,주석(99.90%이상),"부산,인천,대구,전북",50010000,4톤/주 ,2025-06-17
9,니켈(합금용),"부산,인천,대구",25280000,5톤/주 ,2025-06-17
10,니켈(도금용),"부산,인천",25630000,3톤/주,2025-06-17
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,통합50톤/주,2025-06-16
2,알루미늄(비서구산),"부산,인천,대구,전북",4070000,통합50톤/주,2025-06-16
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15060000,50톤/주 ,2025-06-16
4,납(99.99%이상),"인천,대구,부산",3190000,200톤/주 ,2025-06-16
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-06-16
6,아연,"부산,인천,전북",4200000,15톤/주 ,2025-06-16
7,주석(99.85%이상),"부산,인천,대구,전북",50200000,6톤/주 ,2025-06-16
8,주석(99.90%이상),"부산,인천,대구,전북",50460000,4톤/주 ,2025-06-16
9,니켈(합금용),"부산,인천,대구",25490000,5톤/주 ,2025-06-16
10,니켈(도금용),"부산,인천",25850000,3톤/주,2025-06-16
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,통합50톤/주,2025-06-13
2,알루미늄(비서구산),"부산,인천,대구,전북",4060000,통합50톤/주,2025-06-13
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15040000,50톤/주 ,2025-06-13
4,납(99.99%이상),"인천,대구,부산",3170000,200톤/주 ,2025-06-13
5,납(99.99%이상),전북,3090000,200톤/주 ,2025-06-13
6,아연,"부산,인천,전북",4190000,15톤/주 ,2025-06-13
7,주석(99.85%이상),"부산,인천,대구,전북",49740000,6톤/주 ,2025-06-13
8,주석(99.90%이상),"부산,인천,대구,전북",50000000,4톤/주 ,2025-06-13
9,니켈(합금용),"부산,인천,대구",25310000,5톤/주 ,2025-06-13
10,니켈(도금용),"부산,인천",25660000,3톤/주,2025-06-13
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4160000,통합50톤/주,2025-06-12
2,알루미늄(비서구산),"부산,인천,대구,전북",4110000,통합50톤/주,2025-06-12
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15100000,50톤/주 ,2025-06-12
4,납(99.99%이상),"인천,대구,부산",3200000,200톤/주 ,2025-06-12
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-06-12
6,아연,"부산,인천,전북",4250000,15톤/주 ,2025-06-12
7,주석(99.85%이상),"부산,인천,대구,전북",50340000,6톤/주 ,2025-06-12
8,주석(99.90%이상),"부산,인천,대구,전북",50600000,4톤/주 ,2025-06-12
9,니켈(합금용),"부산,인천,대구",25660000,5톤/주 ,2025-06-12
10,니켈(도금용),"부산,인천",26010000,3톤/주,2025-06-12
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4090000,통합50톤/주,2025-06-11
2,알루미늄(비서구산),"부산,인천,대구,전북",4050000,통합50톤/주,2025-06-11
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15180000,50톤/주 ,2025-06-11
4,납(99.99%이상),"인천,대구,부산",3160000,200톤/주 ,2025-06-11
5,납(99.99%이상),전북,3080000,200톤/주 ,2025-06-11
6,아연,"부산,인천,전북",4220000,15톤/주 ,2025-06-11
7,주석(99.85%이상),"부산,인천,대구,전북",50160000,6톤/주 ,2025-06-11
8,주석(99.90%이상),"부산,인천,대구,전북",50420000,4톤/주 ,2025-06-11
9,니켈(합금용),"부산,인천,대구",25670000,5톤/주 ,2025-06-11
10,니켈(도금용),"부산,인천",26030000,3톤/주,2025-06-11
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,통합50톤/주,2025-06-10
2,알루미늄(비서구산),"부산,인천,대구,전북",3990000,통합50톤/주,2025-06-10
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15170000,50톤/주 ,2025-06-10
4,납(99.99%이상),"인천,대구,부산",3150000,200톤/주 ,2025-06-10
5,납(99.99%이상),전북,3070000,200톤/주 ,2025-06-10
6,주석(99.85%이상),"부산,인천,대구,전북",49900000,6톤/주 ,2025-06-10
7,주석(99.90%이상),"부산,인천,대구,전북",50160000,4톤/주 ,2025-06-10
8,니켈(합금용),"부산,인천,대구",25690000,5톤/주 ,2025-06-10
9,니켈(도금용),"부산,인천",26040000,3톤/주,2025-06-10
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",3990000,통합50톤/주,2025-06-09
2,알루미늄(비서구산),"부산,인천,대구,전북",3950000,통합50톤/주,2025-06-09
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15000000,50톤/주 ,2025-06-09
4,납(99.99%이상),"인천,대구,부산",3150000,200톤/주 ,2025-06-09
5,납(99.99%이상),전북,3070000,200톤/주 ,2025-06-09
6,아연,"부산,인천,전북",4210000,15톤/주 ,2025-06-09
7,주석(99.85%이상),"부산,인천,대구,전북",49460000,6톤/주 ,2025-06-09
8,주석(99.90%이상),"부산,인천,대구,전북",49720000,4톤/주 ,2025-06-09
9,니켈(합금용),"부산,인천,대구",25840000,5톤/주 ,2025-06-09
10,니켈(도금용),"부산,인천",26190000,3톤/주,2025-06-09
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4070000,통합50톤/주,2025-06-05
2,알루미늄(비서구산),"부산,인천,대구,전북",4030000,통합50톤/주,2025-06-05
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,50톤/주 ,2025-06-05
4,납(99.99%이상),"인천,대구,부산",3200000,200톤/주 ,2025-06-05
5,납(99.99%이상),전북,3120000,200톤/주 ,2025-06-05
6,아연,"부산,인천,전북",4310000,15톤/주 ,2025-06-05
7,주석(99.85%이상),"부산,인천,대구,전북",49210000,6톤/주 ,2025-06-05
8,주석(99.90%이상),"부산,인천,대구,전북",49470000,4톤/주 ,2025-06-05
9,니켈(합금용),"부산,인천,대구",25900000,5톤/주 ,2025-06-05
10,니켈(도금용),"부산,인천",26250000,3톤/주,2025-06-05
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,통합50톤/주,2025-06-04
2,알루미늄(비서구산),"부산,인천,대구,전북",4010000,통합50톤/주,2025-06-04
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",15050000,50톤/주 ,2025-06-04
4,납(99.99%이상),"인천,대구,부산",3200000,200톤/주 ,2025-06-04
5,납(99.99%이상),전북,3120000,200톤/주 ,2025-06-04
6,아연,"부산,인천,전북",4340000,15톤/주 ,2025-06-04
7,주석(99.85%이상),"부산,인천,대구,전북",48340000,6톤/주 ,2025-06-04
8,주석(99.90%이상),"부산,인천,대구,전북",48610000,4톤/주 ,2025-06-04
9,니켈(합금용),"부산,인천,대구",26010000,5톤/주 ,2025-06-04
10,니켈(도금용),"부산,인천",26370000,3톤/주,2025-06-04
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4050000,통합50톤/주,2025-06-02
2,알루미늄(비서구산),"부산,인천,대구,전북",4000000,통합50톤/주,2025-06-02
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14920000,50톤/주 ,2025-06-02
4,납(99.99%이상),"인천,대구,부산",3170000,200톤/주 ,2025-06-02
5,납(99.99%이상),전북,3090000,200톤/주 ,2025-06-02
6,아연,"부산,인천,전북",4230000,15톤/주 ,2025-06-02
7,주석(99.85%이상),"부산,인천,대구,전북",47110000,6톤/주 ,2025-06-02
8,주석(99.90%이상),"부산,인천,대구,전북",47380000,4톤/주 ,2025-06-02
9,니켈(합금용),"부산,인천,대구",25850000,5톤/주 ,2025-06-02
10,니켈(도금용),"부산,인천",26200000,3톤/주,2025-06-02
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4040000,통합50톤/주,2025-05-30
2,알루미늄(비서구산),"부산,인천,대구,전북",4000000,통합50톤/주,2025-05-30
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14960000,50톤/주 ,2025-05-30
4,납(99.99%이상),"인천,대구,부산",3170000,200톤/주 ,2025-05-30
5,납(99.99%이상),전북,3090000,200톤/주 ,2025-05-30
6,아연,"부산,인천,전북",4310000,15톤/주 ,2025-05-30
7,주석(99.85%이상),"부산,인천,대구,전북",48240000,6톤/주 ,2025-05-30
8,주석(99.90%이상),"부산,인천,대구,전북",48530000,4톤/주 ,2025-05-30
9,니켈(합금용),"부산,인천,대구",25980000,5톤/주 ,2025-05-30
10,니켈(도금용),"부산,인천",26330000,3톤/주,2025-05-30
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4080000,통합50톤/주,2025-05-29
2,알루미늄(비서구산),"부산,인천,대구,전북",4040000,통합50톤/주,2025-05-29
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14950000,50톤/주 ,2025-05-29
4,납(99.99%이상),"인천,대구,부산",3210000,200톤/주 ,2025-05-29
5,납(99.99%이상),전북,3130000,200톤/주 ,2025-05-29
6,아연,"부산,인천,전북",4340000,15톤/주 ,2025-05-29
7,주석(99.85%이상),"부산,인천,대구,전북",48900000,6톤/주 ,2025-05-29
8,주석(99.90%이상),"부산,인천,대구,전북",49180000,4톤/주 ,2025-05-29
9,니켈(합금용),"부산,인천,대구",25440000,5톤/주 ,2025-05-29
10,니켈(도금용),"부산,인천",25790000,3톤/주,2025-05-29
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4080000,통합50톤/주,2025-05-28
2,알루미늄(비서구산),"부산,인천,대구,전북",4040000,통합50톤/주,2025-05-28
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14920000,50톤/주 ,2025-05-28
4,납(99.99%이상),"인천,대구,부산",3190000,200톤/주 ,2025-05-28
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-05-28
6,아연,"부산,인천,전북",4340000,15톤/주 ,2025-05-28
7,주석(99.85%이상),"부산,인천,대구,전북",50000000,6톤/주 ,2025-05-28
8,주석(99.90%이상),"부산,인천,대구,전북",50290000,4톤/주 ,2025-05-28
9,니켈(합금용),"부산,인천,대구",25910000,5톤/주 ,2025-05-28
10,니켈(도금용),"부산,인천",26260000,3톤/주,2025-05-28
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4020000,통합50톤/주,2025-05-27
2,알루미늄(비서구산),"부산,인천,대구,전북",3990000,통합50톤/주,2025-05-27
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14870000,50톤/주 ,2025-05-27
4,납(99.99%이상),"인천,대구,부산",3190000,200톤/주 ,2025-05-27
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-05-27
6,아연,"인천,대구,전북",4320000,15톤/주 ,2025-05-27
7,주석(99.85%이상),"부산,인천,대구,전북",50120000,6톤/주 ,2025-05-27
8,주석(99.90%이상),"부산,인천,대구,전북",50410000,4톤/주 ,2025-05-27
9,니켈(합금용),"부산,인천,대구",26100000,5톤/주 ,2025-05-27
10,니켈(도금용),"부산,인천",26450000,3톤/주,2025-05-27
11,인듐(대여),인천,611770150,0톤/주 ,2025-05-27
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,통합50톤/주,2025-05-26
2,알루미늄(비서구산),"부산,인천,대구,전북",4020000,통합50톤/주,2025-05-26
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14990000,50톤/주 ,2025-05-26
4,납(99.99%이상),"인천,대구,부산",3220000,200톤/주 ,2025-05-26
5,납(99.99%이상),전북,3140000,200톤/주 ,2025-05-26
6,아연,"인천,대구,전북",4350000,15톤/주 ,2025-05-26
7,주석(99.85%이상),"부산,인천,대구,전북",50540000,6톤/주 ,2025-05-26
8,주석(99.90%이상),"부산,인천,대구,전북",50820000,4톤/주 ,2025-05-26
9,니켈(합금용),"부산,인천,대구",26310000,5톤/주 ,2025-05-26
10,니켈(도금용),"부산,인천",26670000,3톤/주,2025-05-26
11,인듐(대여),인천,611770150,0톤/주 ,2025-05-26
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4060000,통합50톤/주,2025-05-23
2,알루미늄(비서구산),"부산,인천,대구,전북",4020000,통합50톤/주,2025-05-23
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14860000,50톤/주 ,2025-05-23
4,납(99.99%이상),"인천,대구,부산",3190000,200톤/주 ,2025-05-23
5,납(99.99%이상),전북,3110000,200톤/주 ,2025-05-23
6,아연,"인천,대구,전북",4360000,15톤/주 ,2025-05-23
7,주석(99.85%이상),"부산,인천,대구,전북",50070000,6톤/주 ,2025-05-23
8,주석(99.90%이상),"부산,인천,대구,전북",50360000,4톤/주 ,2025-05-23
9,니켈(합금용),"부산,인천,대구",26260000,5톤/주 ,2025-05-23
10,니켈(도금용),"부산,인천",26620000,3톤/주,2025-05-23
11,인듐(대여),인천,578224530,0톤/주 ,2025-05-23
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4110000,통합50톤/주,2025-05-22
2,알루미늄(비서구산),"부산,인천,대구,전북",4070000,통합50톤/주,2025-05-22
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14970000,50톤/주 ,2025-05-22
